No;time;G;unit;x;x2;y;s;xvar
2828;3;Inf;463;1;1;1.370575776;1;1
2829;3;Inf;472;1;1;1.500384594;1;1
2830;3;Inf;482;1;1;1.650243608;1;1
2831;3;Inf;483;1;1;2.0624443;1;1
2832;3;Inf;488;1;1;3.361807736;1;1
2833;3;Inf;489;1;1;1.533231299;1;1
2834;3;Inf;492;1;1;2.224717061;1;1
2835;3;Inf;494;1;1;2.170667513;1;1
2836;3;Inf;495;1;1;2.323552636;1;1
2837;3;Inf;496;1;1;2.954452691;1;1
2838;3;Inf;499;1;1;0.236615377;1;1
2839;3;Inf;504;1;1;2.956805952;1;1
2840;3;Inf;509;1;1;3.590935366;1;1
2841;3;Inf;510;1;1;2.714240004;1;1
2842;3;Inf;514;1;1;2.110643222;1;1
2843;3;Inf;515;1;1;1.068112294;1;1
2844;3;Inf;520;1;1;3.137384468;1;1
2845;3;Inf;521;1;1;2.809246963;1;1
2846;3;Inf;529;1;1;2.580250748;1;1
2847;3;Inf;531;1;1;2.116143746;1;1
2848;3;Inf;533;1;1;2.145906038;1;1
2849;3;Inf;535;1;1;1.001544843;1;1
2850;3;Inf;544;1;1;1.603672981;1;1
2851;3;Inf;549;1;1;3.111081301;1;1
2852;3;Inf;557;1;1;1.790454398;1;1
2853;3;Inf;558;1;1;0.03709875;1;1
2854;3;Inf;564;1;1;2.181816887;1;1
2855;3;Inf;567;1;1;2.48156483;1;1
2856;3;Inf;570;1;1;2.638271058;1;1
2857;3;Inf;572;1;1;1.550144528;1;1
2858;3;Inf;574;1;1;1.208938416;1;1
2859;3;Inf;578;1;1;1.810024;1;1
2860;3;Inf;582;1;1;1.374345988;1;1
2861;3;Inf;586;1;1;1.67825912;1;1
2862;3;Inf;588;1;1;2.894424104;1;1
2863;3;Inf;589;1;1;3.901912381;1;1
2864;3;Inf;590;1;1;2.014394655;1;1
2865;3;Inf;591;1;1;2.302752893;1;1
2866;3;Inf;593;1;1;2.461500577;1;1
2867;3;Inf;594;1;1;1.179807122;1;1
2868;3;Inf;595;1;1;2.314691269;1;1
2869;3;Inf;598;1;1;1.293702101;1;1
2870;3;Inf;599;1;1;2.181346849;1;1
2871;3;Inf;607;1;1;2.927771038;1;1
2872;3;Inf;608;1;1;1.351466416;1;1
2873;3;Inf;609;1;1;3.656593809;1;1
2874;3;Inf;611;1;1;1.833788588;1;1
2875;3;Inf;612;1;1;0.628511918;1;1
2876;3;Inf;614;1;1;2.862456221;1;1
2877;3;Inf;617;1;1;0.916768028;1;1
2878;3;Inf;628;1;1;-0.582377984;1;1
2879;3;Inf;629;1;1;2.803771439;1;1
2880;3;Inf;630;1;1;3.133838449;1;1
2881;3;Inf;631;1;1;1.054844815;1;1
2882;3;Inf;635;1;1;1.940998084;1;1
2883;3;Inf;640;1;1;3.461989954;1;1
2884;3;Inf;643;1;1;1.296066403;1;1
2885;3;Inf;649;1;1;2.70235068;1;1
2886;3;Inf;653;1;1;3.26647727;1;1
2887;3;Inf;662;1;1;3.314808397;1;1
2888;3;Inf;664;1;1;1.641320604;1;1
2889;3;Inf;669;1;1;2.105989663;1;1
2890;3;Inf;670;1;1;3.623831316;1;1
2891;3;Inf;677;1;1;0.522853777;1;1
2892;3;Inf;680;1;1;2.409625447;1;1
2893;3;Inf;681;1;1;1.859486816;1;1
2894;3;Inf;682;1;1;-0.091774168;1;1
2895;3;Inf;686;1;1;2.214643034;1;1
2896;3;Inf;688;1;1;2.144560474;1;1
2897;3;Inf;694;1;1;0.876310381;1;1
2898;3;Inf;696;1;1;2.508491496;1;1
2899;3;Inf;698;1;1;2.835515218;1;1
2900;3;Inf;699;1;1;2.048832456;1;1
2901;3;Inf;703;1;1;1.825970251;1;1
2902;3;Inf;705;1;1;0.598012434;1;1
2903;3;Inf;706;1;1;0.606637342;1;1
2904;3;Inf;707;1;1;2.366373449;1;1
2905;3;Inf;713;1;1;2.772410882;1;1
2906;3;Inf;715;1;1;1.995115351;1;1
2907;3;Inf;717;1;1;3.117873113;1;1
2908;3;Inf;718;1;1;3.122789655;1;1
2909;3;Inf;720;1;1;3.110999306;1;1
2910;3;Inf;724;1;1;1.648691684;1;1
2911;3;Inf;727;1;1;3.142604263;1;1
2912;3;Inf;728;1;1;2.042461667;1;1
2913;3;Inf;729;1;1;1.911000375;1;1
2914;3;Inf;732;1;1;1.520698333;1;1
2915;3;Inf;738;1;1;1.828750362;1;1
2916;3;Inf;739;1;1;3.625231029;1;1
2917;3;Inf;745;1;1;2.037789653;1;1
2918;3;Inf;748;1;1;1.788409287;1;1
2919;3;Inf;753;1;1;0.909768066;1;1
2920;3;Inf;766;1;1;1.943433581;1;1
2921;3;Inf;774;1;1;1.654031419;1;1
2922;3;Inf;775;1;1;2.229308805;1;1
2923;3;Inf;780;1;1;2.590110237;1;1
2924;3;Inf;782;1;1;1.723238961;1;1
2925;3;Inf;787;1;1;2.944331362;1;1
2926;3;Inf;803;1;1;1.528685912;1;1
2927;3;Inf;808;1;1;2.890675711;1;1
2928;3;Inf;811;1;1;2.531291278;1;1
2929;3;Inf;812;1;1;1.989288905;1;1
2930;3;Inf;813;1;1;0.40778579;1;1
2931;3;Inf;819;1;1;2.888074561;1;1
2932;3;Inf;821;1;1;3.021743807;1;1
2933;3;Inf;822;1;1;1.401875243;1;1
2934;3;Inf;823;1;1;2.088780016;1;1
2935;3;Inf;824;1;1;3.511711214;1;1
2936;3;Inf;831;1;1;3.973109139;1;1
2937;3;Inf;835;1;1;2.833559999;1;1
2938;3;Inf;836;1;1;1.275928642;1;1
2939;3;Inf;837;1;1;2.33312483;1;1
2940;3;Inf;838;1;1;1.753028825;1;1
2941;3;Inf;839;1;1;3.288809866;1;1
2942;3;Inf;844;1;1;0.26171146;1;1
2943;3;Inf;845;1;1;5.080830385;1;1
2944;3;Inf;849;1;1;2.665591388;1;1
2945;3;Inf;850;1;1;2.099210867;1;1
2946;3;Inf;854;1;1;2.061394996;1;1
2947;3;Inf;855;1;1;2.39312667;1;1
2948;3;Inf;858;1;1;3.028115742;1;1
2949;3;Inf;859;1;1;1.160553569;1;1
2950;3;Inf;862;1;1;1.681982534;1;1
2951;3;Inf;865;1;1;1.744447031;1;1
2952;3;Inf;866;1;1;3.213656907;1;1
2953;3;Inf;867;1;1;1.405960029;1;1
2954;3;Inf;871;1;1;3.093160835;1;1
2955;3;Inf;872;1;1;2.688755505;1;1
2956;3;Inf;873;1;1;3.596850024;1;1
2957;3;Inf;875;1;1;2.964388074;1;1
2958;3;Inf;876;1;1;2.210300088;1;1
2959;3;Inf;878;1;1;2.404002152;1;1
2960;3;Inf;879;1;1;2.077302187;1;1
2961;3;Inf;883;1;1;2.829899801;1;1
2962;3;Inf;887;1;1;1.309548966;1;1
2963;3;Inf;894;1;1;1.080322472;1;1
2964;3;Inf;896;1;1;1.253303584;1;1
2965;3;Inf;898;1;1;2.94702755;1;1
2966;3;Inf;900;1;1;1.459446545;1;1
2967;3;Inf;905;1;1;3.330688021;1;1
2968;3;Inf;908;1;1;1.784161381;1;1
2969;3;Inf;910;1;1;3.101443535;1;1
2970;3;Inf;913;1;1;1.575105704;1;1
2971;3;Inf;915;1;1;3.418613171;1;1
2972;3;Inf;916;1;1;4.807305855;1;1
2973;3;Inf;918;1;1;3.251257885;1;1
2974;3;Inf;924;1;1;1.457036372;1;1
2975;3;Inf;928;1;1;2.57862407;1;1
2976;3;Inf;930;1;1;2.624041844;1;1
2977;3;Inf;938;1;1;2.37800056;1;1
2978;3;Inf;940;1;1;2.379422736;1;1
2979;3;Inf;942;1;1;-0.420019917;1;1
2980;3;Inf;943;1;1;1.909159565;1;1
2981;3;Inf;944;1;1;3.46400427;1;1
2982;3;Inf;946;1;1;0.384848104;1;1
2983;3;Inf;952;1;1;1.818622321;1;1
2984;3;Inf;954;1;1;1.382073021;1;1
2985;3;Inf;957;1;1;3.111547517;1;1
2986;3;Inf;965;1;1;2.4530005;1;1
2987;3;Inf;969;1;1;3.066839588;1;1
2988;3;Inf;970;1;1;1.969647539;1;1
2989;3;Inf;972;1;1;2.431940837;1;1
2990;3;Inf;974;1;1;2.786868869;1;1
2991;3;Inf;980;1;1;2.048826145;1;1
2992;3;Inf;985;1;1;2.314943805;1;1
2993;3;Inf;986;1;1;1.783547352;1;1
2994;3;Inf;987;1;1;3.944881794;1;1
2995;3;Inf;989;1;1;1.772635367;1;1
2996;3;Inf;995;1;1;2.350885951;1;1
2997;3;Inf;997;1;1;1.855772275;1;1
2998;3;Inf;998;1;1;1.180977662;1;1
2999;3;Inf;999;1;1;2.722425428;1;1
3000;3;Inf;1000;1;1;2.000905126;1;1
3001;4;2;7;1;1;3.683630718;1;1
3002;4;2;13;1;1;5.340012666;1;1
3003;4;2;18;1;1;3.659511411;1;1
3004;4;2;36;1;1;1.635095261;1;1
3005;4;2;46;1;1;4.206316618;1;1
3006;4;2;55;1;1;1.705632451;1;1
3007;4;2;67;1;1;4.58081688;1;1
3008;4;2;71;1;1;3.525826973;1;1
3009;4;2;76;1;1;1.93034825;1;1
3010;4;2;90;1;1;3.564010956;1;1
3011;4;2;109;1;1;2.652533136;1;1
3012;4;2;111;1;1;3.100157386;1;1
3013;4;2;122;1;1;2.759785349;1;1
3014;4;2;131;1;1;4.074208491;1;1
3015;4;2;142;1;1;3.705094192;1;1
3016;4;2;144;1;1;3.893772871;1;1
3017;4;2;149;1;1;3.814360011;1;1
3018;4;2;153;1;1;3.189136778;1;1
3019;4;2;197;1;1;4.84395395;1;1
3020;4;2;221;1;1;3.588977664;1;1
3021;4;2;223;1;1;3.358862435;1;1
3022;4;2;224;1;1;3.58122158;1;1
3023;4;2;234;1;1;4.62476342;1;1
3024;4;2;236;1;1;2.247034255;1;1
3025;4;2;238;1;1;3.238179946;1;1
3026;4;2;252;1;1;4.318330794;1;1
3027;4;2;253;1;1;2.741147935;1;1
3028;4;2;254;1;1;1.90594723;1;1
3029;4;2;259;1;1;3.820864637;1;1
3030;4;2;261;1;1;2.855644857;1;1
3031;4;2;272;1;1;3.85322373;1;1
3032;4;2;278;1;1;3.317571607;1;1
3033;4;2;295;1;1;2.581373822;1;1
3034;4;2;304;1;1;2.797251797;1;1
3035;4;2;326;1;1;2.00016092;1;1
3036;4;2;328;1;1;3.606980526;1;1
3037;4;2;332;1;1;3.893151543;1;1
3038;4;2;335;1;1;3.330705589;1;1
3039;4;2;341;1;1;3.926694092;1;1
3040;4;2;342;1;1;4.229259815;1;1
3041;4;2;368;1;1;3.558334356;1;1
3042;4;2;370;1;1;2.803333984;1;1
3043;4;2;391;1;1;4.163597201;1;1
3044;4;2;405;1;1;2.116025993;1;1
3045;4;2;418;1;1;2.401622583;1;1
3046;4;2;491;1;1;3.16957817;1;1
3047;4;2;507;1;1;2.706533118;1;1
3048;4;2;512;1;1;4.050900471;1;1
3049;4;2;542;1;1;2.357304759;1;1
3050;4;2;559;1;1;3.435955698;1;1
3051;4;2;600;1;1;2.058404839;1;1
3052;4;2;625;1;1;2.86671045;1;1
3053;4;2;633;1;1;1.888363868;1;1
3054;4;2;636;1;1;3.235099951;1;1
3055;4;2;655;1;1;3.402199649;1;1
3056;4;2;659;1;1;4.27694507;1;1
3057;4;2;679;1;1;1.933702417;1;1
3058;4;2;740;1;1;3.180304567;1;1
3059;4;2;741;1;1;4.05946097;1;1
3060;4;2;756;1;1;3.516293049;1;1
3061;4;2;757;1;1;3.188136752;1;1
3062;4;2;758;1;1;0.984594787;1;1
3063;4;2;778;1;1;4.205979421;1;1
3064;4;2;801;1;1;4.469268457;1;1
3065;4;2;825;1;1;3.042018477;1;1
3066;4;2;857;1;1;2.950687364;1;1
3067;4;2;870;1;1;5.038052717;1;1
3068;4;2;881;1;1;3.226900765;1;1
3069;4;2;882;1;1;3.478324357;1;1
3070;4;2;885;1;1;3.404242401;1;1
3071;4;2;902;1;1;3.932487745;1;1
3072;4;2;904;1;1;3.25537138;1;1
3073;4;2;912;1;1;3.086645616;1;1
3074;4;2;914;1;1;2.228767551;1;1
3075;4;2;949;1;1;2.155903419;1;1
3076;4;2;963;1;1;3.13789419;1;1
3077;4;2;975;1;1;3.892179428;1;1
3078;4;2;978;1;1;2.306552824;1;1
3079;4;3;9;1;1;5.80179694;1;1
3080;4;3;11;1;1;4.455760032;1;1
3081;4;3;30;1;1;5.217337741;1;1
3082;4;3;38;1;1;5.716493632;1;1
3083;4;3;40;1;1;5.58373458;1;1
3084;4;3;53;1;1;3.214986549;1;1
3085;4;3;61;1;1;4.702918803;1;1
3086;4;3;140;1;1;3.273183779;1;1
3087;4;3;145;1;1;6.378114429;1;1
3088;4;3;146;1;1;4.487644112;1;1
3089;4;3;170;1;1;4.266209951;1;1
3090;4;3;233;1;1;5.794854851;1;1
3091;4;3;246;1;1;3.803294998;1;1
3092;4;3;247;1;1;3.413669265;1;1
3093;4;3;266;1;1;5.161702362;1;1
3094;4;3;288;1;1;3.72915545;1;1
3095;4;3;291;1;1;2.308271924;1;1
3096;4;3;297;1;1;4.59371487;1;1
3097;4;3;299;1;1;3.02219985;1;1
3098;4;3;301;1;1;2.290384023;1;1
3099;4;3;315;1;1;4.494186127;1;1
3100;4;3;324;1;1;4.944590031;1;1
3101;4;3;382;1;1;5.428060324;1;1
3102;4;3;388;1;1;3.111340865;1;1
3103;4;3;407;1;1;3.474702675;1;1
3104;4;3;408;1;1;4.349265388;1;1
3105;4;3;412;1;1;4.420304702;1;1
3106;4;3;416;1;1;5.835100962;1;1
3107;4;3;417;1;1;3.86062761;1;1
3108;4;3;426;1;1;5.464003806;1;1
3109;4;3;440;1;1;5.145180707;1;1
3110;4;3;449;1;1;4.376491235;1;1
3111;4;3;465;1;1;3.434910123;1;1
3112;4;3;470;1;1;2.954327324;1;1
3113;4;3;475;1;1;3.70902332;1;1
3114;4;3;485;1;1;4.095570673;1;1
3115;4;3;505;1;1;3.869818696;1;1
3116;4;3;518;1;1;3.556011116;1;1
3117;4;3;519;1;1;5.366259236;1;1
3118;4;3;530;1;1;2.973234617;1;1
3119;4;3;569;1;1;5.350063058;1;1
3120;4;3;575;1;1;3.243276589;1;1
3121;4;3;580;1;1;2.755898104;1;1
3122;4;3;592;1;1;3.923717324;1;1
3123;4;3;613;1;1;4.407365515;1;1
3124;4;3;627;1;1;5.20288102;1;1
3125;4;3;657;1;1;4.815795761;1;1
3126;4;3;658;1;1;4.006902765;1;1
3127;4;3;683;1;1;4.081750103;1;1
3128;4;3;690;1;1;3.34606102;1;1
3129;4;3;691;1;1;3.522671257;1;1
3130;4;3;701;1;1;5.784594115;1;1
3131;4;3;746;1;1;2.877832853;1;1
3132;4;3;751;1;1;3.730801177;1;1
3133;4;3;769;1;1;5.402388776;1;1
3134;4;3;781;1;1;4.551114312;1;1
3135;4;3;783;1;1;3.275751424;1;1
3136;4;3;791;1;1;4.060362853;1;1
3137;4;3;806;1;1;4.120082621;1;1
3138;4;3;820;1;1;4.299881334;1;1
3139;4;3;832;1;1;4.590456859;1;1
3140;4;3;841;1;1;4.983302804;1;1
3141;4;3;843;1;1;6.073570361;1;1
3142;4;3;847;1;1;4.863159868;1;1
3143;4;3;853;1;1;4.435699125;1;1
3144;4;3;861;1;1;4.82743468;1;1
3145;4;3;891;1;1;5.247025361;1;1
3146;4;3;901;1;1;4.131313988;1;1
3147;4;3;907;1;1;5.44169418;1;1
3148;4;3;911;1;1;5.000426806;1;1
3149;4;3;923;1;1;4.034372887;1;1
3150;4;3;933;1;1;4.097929961;1;1
3151;4;3;951;1;1;4.258988177;1;1
3152;4;3;961;1;1;4.520157787;1;1
3153;4;3;962;1;1;2.847013339;1;1
3154;4;3;968;1;1;6.591332764;1;1
3155;4;3;982;1;1;6.705782947;1;1
3156;4;3;984;1;1;3.336593061;1;1
3157;4;4;10;1;1;7.187804553;1;1
3158;4;4;16;1;1;4.227087781;1;1
3159;4;4;21;1;1;4.707156169;1;1
3160;4;4;26;1;1;5.584160047;1;1
3161;4;4;37;1;1;5.087106624;1;1
3162;4;4;72;1;1;6.074923846;1;1
3163;4;4;74;1;1;4.598769011;1;1
3164;4;4;81;1;1;5.08532346;1;1
3165;4;4;108;1;1;5.08861774;1;1
3166;4;4;135;1;1;4.270246661;1;1
3167;4;4;136;1;1;4.763821561;1;1
3168;4;4;151;1;1;6.537028356;1;1
3169;4;4;161;1;1;5.552668353;1;1
3170;4;4;163;1;1;5.091861481;1;1
3171;4;4;185;1;1;4.632942984;1;1
3172;4;4;189;1;1;6.249339467;1;1
3173;4;4;202;1;1;6.24773821;1;1
3174;4;4;210;1;1;3.560216108;1;1
3175;4;4;262;1;1;6.392665434;1;1
3176;4;4;268;1;1;8.483920795;1;1
3177;4;4;284;1;1;4.849385682;1;1
3178;4;4;292;1;1;5.313144616;1;1
3179;4;4;296;1;1;2.76173601;1;1
3180;4;4;314;1;1;6.751359594;1;1
3181;4;4;350;1;1;4.941469931;1;1
3182;4;4;366;1;1;4.955345022;1;1
3183;4;4;374;1;1;4.962995276;1;1
3184;4;4;375;1;1;5.209361332;1;1
3185;4;4;377;1;1;6.554283218;1;1
3186;4;4;393;1;1;4.521638153;1;1
3187;4;4;411;1;1;5.407366131;1;1
3188;4;4;432;1;1;4.374296717;1;1
3189;4;4;438;1;1;3.615913962;1;1
3190;4;4;441;1;1;4.567934417;1;1
3191;4;4;456;1;1;5.403316176;1;1
3192;4;4;459;1;1;6.072717269;1;1
3193;4;4;461;1;1;4.395725999;1;1
3194;4;4;486;1;1;5.934409677;1;1
3195;4;4;487;1;1;5.147221807;1;1
3196;4;4;506;1;1;7.178187556;1;1
3197;4;4;532;1;1;4.001656853;1;1
3198;4;4;534;1;1;6.240194954;1;1
3199;4;4;536;1;1;2.850515578;1;1
3200;4;4;543;1;1;4.698469274;1;1
3201;4;4;554;1;1;3.731252135;1;1
3202;4;4;565;1;1;4.263841483;1;1
3203;4;4;568;1;1;6.555362967;1;1
3204;4;4;579;1;1;5.524478773;1;1
3205;4;4;615;1;1;6.931503304;1;1
3206;4;4;654;1;1;4.277458636;1;1
3207;4;4;692;1;1;6.317779164;1;1
3208;4;4;726;1;1;6.315832443;1;1
3209;4;4;731;1;1;4.092735282;1;1
3210;4;4;750;1;1;4.844721098;1;1
3211;4;4;762;1;1;4.861951703;1;1
3212;4;4;768;1;1;5.497787315;1;1
3213;4;4;793;1;1;5.906041403;1;1
3214;4;4;800;1;1;5.072734495;1;1
3215;4;4;802;1;1;5.58925126;1;1
3216;4;4;810;1;1;4.20840914;1;1
3217;4;4;814;1;1;6.815430905;1;1
3218;4;4;815;1;1;5.853826344;1;1
3219;4;4;817;1;1;6.213631348;1;1
3220;4;4;846;1;1;4.396262714;1;1
3221;4;4;856;1;1;3.980052466;1;1
3222;4;4;860;1;1;4.463831878;1;1
3223;4;4;864;1;1;5.792554303;1;1
3224;4;4;868;1;1;5.566783669;1;1
3225;4;4;874;1;1;2.532789424;1;1
3226;4;4;886;1;1;5.926561262;1;1
3227;4;4;888;1;1;4.011237896;1;1
3228;4;4;892;1;1;4.159813962;1;1
3229;4;4;903;1;1;3.216101723;1;1
3230;4;4;919;1;1;5.112374119;1;1
3231;4;4;929;1;1;5.547173284;1;1
3232;4;4;950;1;1;5.210608095;1;1
3233;4;4;953;1;1;5.014545715;1;1
3234;4;4;964;1;1;5.667706039;1;1
3235;4;5;2;1;1;1.925593444;1;1
3236;4;5;17;1;1;-0.270214727;1;1
3237;4;5;23;1;1;2.437334203;1;1
3238;4;5;33;1;1;2.477295161;1;1
3239;4;5;41;1;1;2.257419803;1;1
3240;4;5;59;1;1;1.633549227;1;1
3241;4;5;84;1;1;1.19452711;1;1
3242;4;5;104;1;1;2.699169609;1;1
3243;4;5;115;1;1;2.82392013;1;1
3244;4;5;119;1;1;2.160556749;1;1
3245;4;5;123;1;1;2.169463877;1;1
3246;4;5;134;1;1;1.885621977;1;1
3247;4;5;141;1;1;1.200077323;1;1
3248;4;5;143;1;1;2.044616632;1;1
3249;4;5;157;1;1;2.9490904;1;1
3250;4;5;158;1;1;3.802869295;1;1
3251;4;5;162;1;1;2.333734215;1;1
3252;4;5;173;1;1;3.712946104;1;1
3253;4;5;190;1;1;2.153522429;1;1
3254;4;5;194;1;1;2.917579148;1;1
3255;4;5;196;1;1;2.039044327;1;1
3256;4;5;200;1;1;2.995059804;1;1
3257;4;5;217;1;1;2.637431822;1;1
3258;4;5;225;1;1;2.731241219;1;1
3259;4;5;245;1;1;1.349044267;1;1
3260;4;5;279;1;1;2.123123555;1;1
3261;4;5;285;1;1;2.350720673;1;1
3262;4;5;289;1;1;3.431065493;1;1
3263;4;5;302;1;1;1.728300755;1;1
3264;4;5;327;1;1;3.121482442;1;1
3265;4;5;337;1;1;3.0227249;1;1
3266;4;5;338;1;1;1.225403317;1;1
3267;4;5;345;1;1;0.337762129;1;1
3268;4;5;376;1;1;1.842784949;1;1
3269;4;5;401;1;1;3.526811676;1;1
3270;4;5;422;1;1;1.975814986;1;1
3271;4;5;430;1;1;1.385424006;1;1
3272;4;5;458;1;1;1.051001821;1;1
3273;4;5;467;1;1;1.051194776;1;1
3274;4;5;473;1;1;3.408272665;1;1
3275;4;5;478;1;1;1.540842407;1;1
3276;4;5;484;1;1;1.677546814;1;1
3277;4;5;490;1;1;3.272029796;1;1
3278;4;5;500;1;1;0.959514895;1;1
3279;4;5;502;1;1;1.574222964;1;1
3280;4;5;503;1;1;1.216018298;1;1
3281;4;5;513;1;1;1.330371205;1;1
3282;4;5;524;1;1;2.632395761;1;1
3283;4;5;540;1;1;2.924739659;1;1
3284;4;5;547;1;1;2.677013151;1;1
3285;4;5;552;1;1;1.66909634;1;1
3286;4;5;556;1;1;3.10882502;1;1
3287;4;5;577;1;1;3.494582939;1;1
3288;4;5;584;1;1;2.019199177;1;1
3289;4;5;587;1;1;1.373050042;1;1
3290;4;5;596;1;1;1.603896202;1;1
3291;4;5;601;1;1;2.102432398;1;1
3292;4;5;610;1;1;0.921607441;1;1
3293;4;5;616;1;1;0.872165816;1;1
3294;4;5;621;1;1;2.904605047;1;1
3295;4;5;622;1;1;2.833572343;1;1
3296;4;5;623;1;1;1.723906808;1;1
3297;4;5;624;1;1;2.143092806;1;1
3298;4;5;641;1;1;1.39476489;1;1
3299;4;5;644;1;1;0.707850896;1;1
3300;4;5;645;1;1;1.491987628;1;1
3301;4;5;656;1;1;1.810882645;1;1
3302;4;5;737;1;1;1.303034009;1;1
3303;4;5;743;1;1;2.74931175;1;1
3304;4;5;770;1;1;1.300150248;1;1
3305;4;5;852;1;1;1.688232975;1;1
3306;4;5;920;1;1;1.874507756;1;1
3307;4;5;931;1;1;3.625475426;1;1
3308;4;5;934;1;1;1.271547612;1;1
3309;4;5;936;1;1;2.443015233;1;1
3310;4;5;960;1;1;3.806818543;1;1
3311;4;5;988;1;1;2.69221189;1;1
3312;4;6;47;1;1;2.215486991;1;1
3313;4;6;52;1;1;1.887639076;1;1
3314;4;6;57;1;1;2.843524888;1;1
3315;4;6;64;1;1;3.120822387;1;1
3316;4;6;66;1;1;2.3173825;1;1
3317;4;6;78;1;1;2.708329652;1;1
3318;4;6;83;1;1;2.247528067;1;1
3319;4;6;99;1;1;2.066364538;1;1
3320;4;6;103;1;1;1.286498105;1;1
3321;4;6;121;1;1;1.940183268;1;1
3322;4;6;148;1;1;2.122185917;1;1
3323;4;6;167;1;1;1.075010943;1;1
3324;4;6;175;1;1;0.752603688;1;1
3325;4;6;182;1;1;2.153223532;1;1
3326;4;6;219;1;1;2.556247052;1;1
3327;4;6;240;1;1;2.094446143;1;1
3328;4;6;243;1;1;0.37739565;1;1
3329;4;6;249;1;1;2.117100351;1;1
3330;4;6;274;1;1;0.120242967;1;1
3331;4;6;305;1;1;1.175855025;1;1
3332;4;6;308;1;1;0.837221309;1;1
3333;4;6;309;1;1;2.286620143;1;1
3334;4;6;313;1;1;2.567593358;1;1
3335;4;6;320;1;1;2.248007285;1;1
3336;4;6;321;1;1;3.330556071;1;1
3337;4;6;331;1;1;0.75954419;1;1
3338;4;6;334;1;1;2.762871348;1;1
3339;4;6;349;1;1;-0.000956831;1;1
3340;4;6;358;1;1;3.007774196;1;1
3341;4;6;359;1;1;1.529682444;1;1
3342;4;6;379;1;1;0.788361465;1;1
3343;4;6;383;1;1;1.078635977;1;1
3344;4;6;409;1;1;0.314440778;1;1
3345;4;6;424;1;1;0.679064384;1;1
3346;4;6;437;1;1;3.244205858;1;1
3347;4;6;444;1;1;2.059974513;1;1
3348;4;6;460;1;1;2.634405199;1;1
3349;4;6;462;1;1;2.334324318;1;1
3350;4;6;466;1;1;0.988710994;1;1
3351;4;6;469;1;1;0.797168085;1;1
3352;4;6;471;1;1;2.141001051;1;1
3353;4;6;493;1;1;1.822929245;1;1
3354;4;6;498;1;1;1.692067787;1;1
3355;4;6;508;1;1;1.853762738;1;1
3356;4;6;511;1;1;2.571119503;1;1
3357;4;6;525;1;1;3.41802711;1;1
3358;4;6;527;1;1;2.180128149;1;1
3359;4;6;553;1;1;1.469980275;1;1
3360;4;6;566;1;1;1.000200893;1;1
3361;4;6;573;1;1;2.173418115;1;1
3362;4;6;583;1;1;3.954064476;1;1
3363;4;6;605;1;1;2.430549699;1;1
3364;4;6;632;1;1;3.57276964;1;1
3365;4;6;634;1;1;1.631319085;1;1
3366;4;6;638;1;1;1.983481706;1;1
3367;4;6;647;1;1;4.048664708;1;1
3368;4;6;660;1;1;2.246090576;1;1
3369;4;6;663;1;1;2.304494636;1;1
3370;4;6;675;1;1;1.685915288;1;1
3371;4;6;685;1;1;2.559281838;1;1
3372;4;6;710;1;1;3.169370398;1;1
3373;4;6;744;1;1;1.221355264;1;1
3374;4;6;764;1;1;3.669707336;1;1
3375;4;6;773;1;1;1.801692352;1;1
3376;4;6;797;1;1;0.756153055;1;1
3377;4;6;798;1;1;2.079848653;1;1
3378;4;6;818;1;1;3.016273162;1;1
3379;4;6;826;1;1;1.328446229;1;1
3380;4;6;828;1;1;2.170487924;1;1
3381;4;6;884;1;1;1.860295392;1;1
3382;4;6;889;1;1;2.675616623;1;1
3383;4;6;909;1;1;2.336214438;1;1
3384;4;6;917;1;1;1.858867818;1;1
3385;4;6;922;1;1;1.90401377;1;1
3386;4;6;941;1;1;3.052065737;1;1
3387;4;6;966;1;1;3.329858435;1;1
3388;4;6;973;1;1;1.408684016;1;1
3389;4;6;979;1;1;3.397012208;1;1
3390;4;7;4;1;1;2.522750282;1;1
3391;4;7;43;1;1;2.654103144;1;1
3392;4;7;54;1;1;1.268950699;1;1
3393;4;7;56;1;1;2.886660171;1;1
3394;4;7;58;1;1;1.051357632;1;1
3395;4;7;60;1;1;-0.019174228;1;1
3396;4;7;79;1;1;2.195701891;1;1
3397;4;7;85;1;1;2.772661506;1;1
3398;4;7;88;1;1;3.934246512;1;1
3399;4;7;89;1;1;3.040814308;1;1
3400;4;7;96;1;1;1.923656518;1;1
3401;4;7;101;1;1;1.836669865;1;1
3402;4;7;130;1;1;3.521886051;1;1
3403;4;7;152;1;1;1.694499805;1;1
3404;4;7;156;1;1;2.440716598;1;1
3405;4;7;166;1;1;1.464284919;1;1
3406;4;7;187;1;1;2.420142495;1;1
3407;4;7;188;1;1;2.173148057;1;1
3408;4;7;195;1;1;1.282872621;1;1
3409;4;7;198;1;1;3.44150509;1;1
3410;4;7;216;1;1;2.99357768;1;1
3411;4;7;260;1;1;1.742159135;1;1
3412;4;7;270;1;1;2.699019286;1;1
3413;4;7;303;1;1;3.605519248;1;1
3414;4;7;336;1;1;3.178034683;1;1
3415;4;7;360;1;1;4.094594971;1;1
3416;4;7;361;1;1;2.110440295;1;1
3417;4;7;364;1;1;2.492851127;1;1
3418;4;7;367;1;1;0.858898486;1;1
3419;4;7;385;1;1;0.630626152;1;1
